x,y,word
16.821737480163574,19.600692367553712,absorbed
7.416004228591919,-38.1755916595459,aggressive
-42.29440078735352,-8.756529998779296,aggrieved
40.265703201293945,8.968242406845093,agreeable
-20.193938064575196,28.815111923217774,ambivalent
45.32133865356445,-11.374410152435303,amused
-39.3547550201416,-13.100378513336182,angry
29.118757820129396,-26.52127170562744,animated
-36.09507026672363,-16.14452600479126,annoyed
-25.51380138397217,-3.5653282403945923,antagonistic
-21.946529960632326,-39.8401481628418,anxious
-31.888216972351074,3.1917077779769896,apathetic
-48.88970756530762,8.533143329620362,apologetic
33.27926025390625,-21.391521453857422,appreciative
-20.25041046142578,-36.35512237548828,apprehensive
18.58458318710327,10.590261840820313,ardent
3.4172755002975466,-39.63570785522461,argumentative
6.041148090362549,-34.98326034545899,arrogant
20.126664543151854,-22.7373929977417,artistic
10.20374927520752,-36.16331787109375,assertive
12.8694278717041,-14.596484756469726,awe
13.614424419403075,-14.726224231719971,awestruck
-27.050697135925294,9.801241874694824,bad
5.3643135070800785,-40.560662841796876,belligerent
42.005070495605466,16.81222438812256,benevolent
39.75635871887207,-13.782625579833985,blissful
13.480947589874267,22.725817489624024,calculating
55.270057678222656,9.236700344085694,calm
27.813900089263917,8.198850870132446,candid
10.43969373703003,11.621291065216065,careful
-12.926683712005616,13.845449924468994,careless
41.81086616516113,20.54031105041504,caring
-17.80975513458252,2.4011544823646545,caustic
8.901446914672851,11.499714660644532,cautionary
10.30463342666626,9.693170356750489,cautious
8.114834403991699,-23.01408290863037,celebratory
16.66586446762085,17.823097229003906,centered
-26.756058120727538,-14.654504013061523,chaotic
43.14160995483398,5.3665550470352175,chatty
38.17327766418457,-11.6162579536438,cheerful
32.96752300262451,-8.50651021003723,coherent
-19.483231353759766,-24.993246269226074,cold
13.7968430519104,21.221806526184082,collected
21.1714204788208,4.063703310489655,colloquial
26.76098699569702,8.819957304000855,comic
22.43626937866211,4.09239695072174,communicative
42.08788299560547,17.5775297164917,compassionate
-5.709337997436523,-25.342095184326173,complex
13.785689640045167,20.399076843261717,composed
-19.137886619567873,-29.38282127380371,concerned
-24.77278118133545,3.707499051094055,condescending
34.96677742004395,-8.563143348693847,confident
4.262062835693359,-39.36204299926758,confrontational
-21.15131664276123,-33.00105781555176,confused
-25.654111289978026,3.2679245233535767,contemptuous
17.635231018066406,11.582986164093018,content
-31.67103729248047,-15.163016510009765,cranky
19.75896301269531,-22.68043918609619,creative
-9.389401626586913,-26.537347030639648,critical
8.695270681381226,-14.4919038772583,curious
-43.33690910339355,19.639370918273926,dark
-11.82586317062378,7.737185621261597,deceitful
-10.147463178634643,-17.606900215148926,defensive
10.872501850128174,-34.9840763092041,defiant
-45.58309364318848,11.221595287322998,dejected
-21.63263645172119,21.56138343811035,delusional
-45.43404884338379,12.105535888671875,depressed
-41.028250503540036,18.774765396118163,depressing
-17.99560127258301,39.14780464172363,detached
39.839957809448244,9.211112070083619,dignified
18.4989933013916,15.801718139648438,diligent
22.358099746704102,5.646855878829956,diplomatic
-46.31222229003906,10.3886137008667,disappointed
-31.55723648071289,2.277282601594925,disapproving
-20.986155891418456,39.4443000793457,disengaged
-31.636543464660644,6.700241923332214,disheartening
-16.883763313293457,36.907572174072264,dismissive
-27.65752429962158,-13.452721977233887,disordered
-22.758148193359375,-32.27445392608642,disoriented
-11.298107624053955,39.15204010009766,dispassionate
-23.21554183959961,-34.58563499450683,distracted
-15.745840167999267,-27.23383026123047,distressing
-20.03311252593994,-31.94115753173828,disturbed
52.720790481567384,9.505503845214843,docile
6.566632556915283,-12.91351318359375,dreamy
36.57319946289063,-21.035254669189452,ecstatic
44.437217712402344,20.007462882995604,empathetic
34.54518852233887,-2.8786276817321776,encouraging
31.331500244140624,-24.746781730651854,energetic
12.283578872680664,19.46068420410156,engaged
32.523388671875,-23.62748794555664,enthusiastic
7.775079250335693,-14.520113277435303,envious
-28.212157440185546,-15.258038902282715,erratic
-10.150726938247681,-18.025385093688964,evasive
32.7122142791748,-24.263883781433105,excited
-33.9987133026123,-31.616932678222657,exhausted
