x,y,word
30.02801570892334,-25.69620132446289,expressive
7.192730712890625,-24.776415824890137,extravagant
-12.675373840332032,4.4037864208221436,farcical
-15.699378490447998,-28.112964630126953,fearful
35.95181846618652,-7.331394529342651,fearless
8.933135414123536,-39.52741928100586,fierce
34.74853782653808,7.130042600631714,flexible
-7.933906936645508,4.21616759300232,flippant
17.097896575927734,16.632480525970458,focused
8.469525480270386,-38.11815223693848,forceful
14.851550674438476,14.213059997558593,formal
17.421849632263182,21.239802360534668,frank
42.451195526123044,6.595700263977051,friendly
-37.220929336547854,-14.958480072021484,frustrated
53.944753646850586,9.365587425231933,gentle
-15.409607124328613,2.829988431930542,ghoulish
37.25921974182129,-21.834564208984375,giddy
-41.79367294311523,19.09357604980469,gloomy
34.67367515563965,-2.174354076385498,good
40.381631469726564,16.548532962799072,grateful
-40.882062911987305,20.572961807250977,grim
-39.337002182006835,18.143942832946777,grumpy
-8.976099586486816,10.468623161315918,guilty
7.87175407409668,1.8617369174957275,gullible
38.93893890380859,-12.725865173339844,happy
-26.730290985107423,6.499723243713379,hateful
34.969625854492186,-12.942245769500733,hopeful
-26.009476280212404,-2.9187820196151733,hostile
43.3466293334961,9.991655349731445,humble
45.891902160644534,-11.245789623260498,humorous
58.08233413696289,8.962521028518676,idyllic
-25.861404800415038,1.426002249121666,impassioned
-21.662847328186036,0.6103890649974346,imploring
33.37835006713867,-1.3124357640743256,impressionable
-22.14657688140869,22.19303207397461,inane
-41.498654174804685,-9.969432544708251,incredulous
-9.260714435577393,40.288211822509766,indifferent
-41.12215728759766,-10.628160762786866,indignant
24.7422212600708,2.0485273122787477,informative
35.89584579467773,-4.082152509689331,inspirational
10.073405456542968,-39.83849830627442,intense
40.94714546203613,22.89148654937744,intimate
-10.8113374710083,-5.328063917160034,ironic
-8.666006469726563,4.69646430015564,irreverent
-36.23572616577148,-15.604494380950928,irritated
36.420877838134764,-20.143394660949706,joyful
-12.720710182189942,10.852637386322021,judgmental
6.0629308223724365,-8.777641487121581,laudatory
39.300306701660155,-10.3665020942688,lighthearted
-43.50434455871582,14.403078174591064,lonely
40.98763732910156,21.76144943237305,loving
-10.015965175628661,9.577129745483399,malicious
-45.51149215698242,15.947585964202881,melancholy
57.023885345458986,9.064020872116089,mellow
-21.069669342041017,1.9077644109725953,mocking
-47.46186294555664,14.588583946228027,mourning
-8.190096187591553,-6.220827865600586,mysterious
-3.803139305114746,-7.714014768600464,mystical
-10.715661811828614,5.690001583099365,narcissistic
-26.8369421005249,8.463253164291382,nasty
8.115721607208252,2.8317395448684692,naïve
-27.16295757293701,10.58225040435791,negative
-21.756579780578612,-39.05959854125977,nervous
-20.672064590454102,20.312235641479493,neurotic
34.27762641906738,-14.43958568572998,nostalgic
14.682858180999755,12.602565097808839,objective
-16.29883279800415,-25.72967643737793,ominous
36.88966445922851,-11.186569309234619,optimistic
16.367152214050293,12.75491647720337,organized
31.611555671691896,-8.723961305618285,outgoing
-40.26395683288574,-11.956140804290772,outraged
6.922384452819824,-36.611470794677736,outspoken
-23.613605499267578,23.056608390808105,pathetic
56.22234992980957,9.141117048263549,peaceful
-7.862827301025391,44.12118759155273,pensive
-31.481659126281738,3.017617177963257,pessimistic
23.307157135009767,-0.7509422421455383,philosophical
26.103556823730468,2.8301048040390016,pragmatic
-11.722365379333496,6.627059888839722,pretentious
33.21084327697754,-4.944889926910401,productive
37.86136131286621,8.495816659927367,rational
35.724168395996095,7.987973213195801,realistic
40.02873001098633,8.768334484100341,reasonable
23.980558776855467,0.4692995764315128,reflective
-47.39852790832519,8.793754529953002,regretful
-17.502729988098146,36.97812728881836,rejected
-28.98135452270508,3.496388792991638,resentful
-16.11620388031006,39.82605209350586,reserved
-20.050114822387695,37.619873428344725,resigned
-22.24327392578125,-41.090307998657224,restless
10.469696998596191,13.588002586364746,restrained
40.40755958557129,22.22181930541992,reverent
36.797309494018556,0.31586880423128605,righteous
40.48615608215332,23.195467376708983,romantic
-45.31083641052246,13.670107364654541,sad
-19.360977935791016,2.2439661741256716,sarcastic
-26.413376998901366,3.938935923576355,scornful
-12.99195318222046,12.864970207214355,selfish
44.906300735473636,10.455217742919922,selfless
7.565050458908081,-24.052275466918946,sensationalistic
-7.533758163452148,-25.399604988098144,sensitive
6.611240196228027,-16.008521556854248,sentimental
8.266729879379273,3.847803544998169,shy
-9.131801986694336,-3.755375051498413,silly
41.796316146850586,9.474287796020509,sincere
-8.112907934188843,43.24901008605957,solemn
-18.60254325866699,-32.94196720123291,startled
-21.88814296722412,-28.055541801452637,stressed
-46.94908065795899,7.145311498641968,suffer
-15.60497751235962,-30.509999084472657,suspicious
43.46612205505371,18.49588088989258,sympathetic
15.3987473487854,13.182752513885498,systematic
-20.629888153076173,-26.714665031433107,tense
-34.37715301513672,-31.5406286239624,tired
-3.177183485031128,-7.845634508132934,transcendent
-7.204837703704834,-24.995258331298828,tricky
-8.232321739196777,39.74035110473633,unaffected
-8.854712009429932,41.01219367980957,unassuming
-18.487713050842284,41.10819053649902,unconscious
-20.4204158782959,-34.882133865356444,uneasy
-20.348231506347656,28.326715087890626,unemotional
-18.80538158416748,32.62332000732422,unfocused
-13.406369590759278,7.87470006942749,unrealistic
-28.606243896484376,-14.68030138015747,unstable
-8.867283296585082,-5.523444652557373,weird
6.098568630218506,-9.266482257843018,whimsical
-19.256039237976076,38.81259002685547,withdrawn
11.569125270843506,-14.380523777008056,wonder
-20.024739456176757,-29.55754871368408,worried
-31.183965301513673,6.693830639123917,wretched
